,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
8892,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,phishing,legitimate
8893,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate
8894,phishing,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,phishing,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
8895,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
8896,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
8897,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,phishing
8898,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,phishing
8899,phishing,legitimate,phishing,legitimate,phishing,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,phishing,phishing,suspicious,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,suspicious,legitimate,legitimate
8900,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,phishing
8901,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
8902,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate
8903,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
8904,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
8905,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
8906,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing
8907,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
8908,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,phishing,phishing,legitimate,legitimate
8909,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
8910,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,phishing
8911,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,phishing
8912,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,phishing
8913,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
8914,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate
8915,legitimate,legitimate,legitimate,phishing,legitimate,phishing,suspicious,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing,phishing,phishing,phishing,phishing,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
8916,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,phishing
8917,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
8918,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
8919,phishing,suspicious,phishing,phishing,phishing,phishing,suspicious,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,phishing,phishing,legitimate,phishing,legitimate,legitimate,phishing,phishing,legitimate,legitimate,suspicious,legitimate,phishing
8920,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,phishing,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
8921,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
8922,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
8923,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate
8924,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing
8925,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
8926,phishing,legitimate,legitimate,phishing,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing
8927,phishing,suspicious,phishing,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,phishing,phishing,legitimate,phishing
8928,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,phishing
8929,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,phishing,legitimate,phishing
8930,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
8931,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
8932,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,phishing,phishing,phishing,phishing,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
8933,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate
8934,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate
8935,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,phishing,phishing,legitimate,phishing
8936,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
8937,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
8938,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,phishing,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate
8939,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,phishing,phishing,suspicious,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate
8940,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,phishing,phishing,legitimate,legitimate
8941,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate
8942,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
8943,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,phishing,phishing,phishing,phishing,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
8944,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate
8945,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
8946,phishing,legitimate,phishing,legitimate,phishing,phishing,suspicious,suspicious,phishing,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,suspicious,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,suspicious,legitimate,legitimate
8947,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
8948,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
8949,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
8950,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate
8951,legitimate,legitimate,legitimate,phishing,legitimate,phishing,suspicious,suspicious,phishing,phishing,phishing,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing,phishing,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate
8952,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,phishing,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
8953,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,phishing,suspicious,legitimate,phishing
8954,legitimate,suspicious,phishing,legitimate,phishing,phishing,suspicious,suspicious,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,suspicious,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,phishing,suspicious,legitimate,legitimate
8955,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,phishing,phishing,legitimate,phishing,legitimate,suspicious,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,phishing,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
8956,phishing,suspicious,phishing,legitimate,phishing,phishing,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,suspicious,legitimate,phishing
8957,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
8958,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate
8959,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,legitimate
8960,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate
8961,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate
8962,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate
8963,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
8964,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,phishing,phishing
8965,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
8966,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,phishing
8967,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
8968,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,phishing,suspicious,legitimate,phishing
8969,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,suspicious,legitimate,phishing
8970,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
8971,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate
8972,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
8973,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
8974,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,suspicious,legitimate,legitimate
8975,phishing,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,legitimate,phishing,phishing,phishing,phishing,legitimate,suspicious,legitimate,phishing,phishing,suspicious,phishing,legitimate,phishing,legitimate,legitimate,phishing,phishing,phishing,legitimate,suspicious,legitimate,phishing
8976,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
8977,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,phishing
8978,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,phishing,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,phishing,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
8979,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate
8980,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
8981,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate
8982,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,phishing,phishing,legitimate,phishing
8983,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,phishing,legitimate
