,classif,odor,habitat,cap_colour
6312,Poisonous,Foul,Leaves,Red
6314,Poisonous,Foul,Woods,Brown
6315,Poisonous,Fishy,Woods,Brown
6316,Poisonous,Foul,Paths,Red
6317,Poisonous,Fishy,Woods,Brown
6318,Poisonous,Foul,Paths,Brown
6319,Poisonous,Fishy,Leaves,Red
6320,Poisonous,Foul,Paths,Red
6321,Poisonous,Fishy,Paths,Red
6322,Poisonous,Foul,Leaves,Brown
6323,Poisonous,Spicy,Paths,Brown
6324,Poisonous,Spicy,Paths,Red
6325,Poisonous,Fishy,Leaves,Brown
6326,Poisonous,Spicy,Woods,Brown
6327,Poisonous,Fishy,Leaves,Red
6328,Poisonous,Foul,Leaves,Brown
6329,Poisonous,Foul,Paths,Red
6331,Etable,None,Grasses,Gray
6332,Poisonous,Foul,Leaves,Red
6333,Poisonous,Foul,Leaves,Red
6334,Poisonous,Spicy,Leaves,Red
6335,Poisonous,Spicy,Woods,Red
6336,Poisonous,Foul,Paths,Brown
6338,Poisonous,Spicy,Paths,Brown
6339,Poisonous,Foul,Leaves,Red
6340,Poisonous,Foul,Woods,Red
6341,Poisonous,Foul,Leaves,Brown
6342,Poisonous,Foul,Leaves,Brown
6344,Poisonous,Foul,Leaves,Red
6345,Poisonous,Foul,Paths,Red
6347,Poisonous,Spicy,Woods,Brown
6348,Poisonous,Foul,Woods,Red
6349,Poisonous,Foul,Leaves,Brown
6350,Poisonous,Foul,Paths,Brown
6351,Poisonous,Foul,Paths,Brown
6353,Poisonous,Fishy,Leaves,Brown
6354,Poisonous,Fishy,Paths,Brown
6355,Poisonous,Fishy,Paths,Brown
6356,Poisonous,Foul,Paths,Brown
6357,Poisonous,Fishy,Paths,Brown
6358,Poisonous,Fishy,Paths,Brown
6359,Poisonous,Foul,Paths,Brown
6360,Poisonous,Foul,Woods,Brown
6362,Poisonous,Foul,Leaves,Red
6363,Poisonous,Spicy,Woods,Brown
6365,Poisonous,Foul,Paths,Brown
6366,Etable,None,Grasses,White
6367,Poisonous,Foul,Paths,Brown
6368,Poisonous,Foul,Woods,Brown
6369,Poisonous,Fishy,Paths,Brown
6370,Poisonous,Foul,Woods,Brown
6371,Poisonous,Fishy,Woods,Brown
6372,Poisonous,Foul,Leaves,Brown
6373,Poisonous,Foul,Woods,Brown
6374,Poisonous,Fishy,Paths,Red
6375,Etable,None,Leaves,Brown
6376,Poisonous,Foul,Woods,Red
6377,Poisonous,Spicy,Paths,Red
6378,Poisonous,Fishy,Leaves,Red
6379,Poisonous,Spicy,Leaves,Brown
6380,Poisonous,Spicy,Paths,Red
6381,Poisonous,Foul,Leaves,Brown
6382,Poisonous,Spicy,Leaves,Red
6383,Poisonous,Spicy,Paths,Brown
6384,Poisonous,Fishy,Paths,Brown
6386,Poisonous,Spicy,Woods,Red
6387,Poisonous,Foul,Paths,Red
6388,Poisonous,Fishy,Leaves,Brown
6389,Poisonous,Spicy,Paths,Red
6391,Poisonous,Spicy,Paths,Brown
6392,Poisonous,Foul,Woods,Red
6393,Poisonous,Fishy,Woods,Brown
6395,Poisonous,Foul,Paths,Brown
6397,Poisonous,Fishy,Woods,Brown
6398,Poisonous,Foul,Leaves,Brown
6399,Poisonous,Fishy,Leaves,Red
6400,Poisonous,Spicy,Leaves,Red
6401,Poisonous,Spicy,Paths,Brown
6402,Poisonous,Foul,Leaves,Red
6405,Poisonous,Spicy,Paths,Red
6406,Etable,None,Grasses,White
6407,Poisonous,Fishy,Leaves,Brown
6408,Poisonous,Spicy,Leaves,Red
6409,Poisonous,Foul,Woods,Red
6410,Poisonous,Spicy,Paths,Brown
6412,Poisonous,Spicy,Paths,Red
6413,Poisonous,Spicy,Leaves,Red
6414,Poisonous,Spicy,Leaves,Red
6415,Poisonous,Musty,Woods,Red
6416,Poisonous,Fishy,Woods,Brown
6417,Poisonous,Fishy,Woods,Red
6418,Poisonous,Spicy,Paths,Red
6419,Poisonous,Fishy,Paths,Red
6420,Poisonous,Foul,Paths,Red
6421,Poisonous,Spicy,Leaves,Red
6422,Poisonous,Foul,Leaves,Red
6423,Poisonous,Spicy,Paths,Red
6424,Etable,None,Leaves,Brown
6425,Poisonous,Spicy,Woods,Brown
6426,Poisonous,Spicy,Leaves,Red
6427,Poisonous,Spicy,Leaves,Red
6428,Poisonous,Foul,Paths,Brown
6429,Poisonous,Fishy,Woods,Red
6431,Poisonous,Spicy,Paths,Red
6432,Poisonous,Fishy,Paths,Red
6433,Poisonous,Foul,Paths,Red
6434,Etable,None,Leaves,Brown
6436,Poisonous,Foul,Paths,Red
6437,Poisonous,Foul,Woods,Brown
6438,Poisonous,Fishy,Paths,Red
6440,Poisonous,Spicy,Woods,Brown
6441,Poisonous,Foul,Leaves,Brown
6442,Poisonous,Fishy,Leaves,Brown
6443,Poisonous,Spicy,Woods,Red
6444,Poisonous,Fishy,Leaves,Brown
6446,Poisonous,Fishy,Leaves,Red
6447,Poisonous,Fishy,Woods,Brown
6448,Poisonous,Fishy,Paths,Brown
6449,Etable,None,Grasses,White
6450,Poisonous,Fishy,Leaves,Red
6451,Poisonous,Fishy,Leaves,Red
6452,Poisonous,Foul,Woods,Brown
6455,Poisonous,Foul,Paths,Brown
6456,Poisonous,Spicy,Leaves,Brown
6458,Poisonous,Fishy,Leaves,Brown
6460,Poisonous,Spicy,Leaves,Red
6461,Poisonous,Foul,Leaves,Red
6462,Poisonous,Spicy,Paths,Red
6463,Poisonous,Foul,Paths,Brown
6465,Poisonous,Fishy,Leaves,Brown
6466,Poisonous,Fishy,Paths,Brown
6468,Poisonous,Fishy,Woods,Red
6469,Poisonous,Foul,Leaves,Brown
6470,Poisonous,Foul,Paths,Red
6472,Poisonous,Spicy,Leaves,Red
6473,Poisonous,Fishy,Paths,Brown
6475,Poisonous,Fishy,Woods,Red
6476,Poisonous,Foul,Leaves,Brown
6477,Poisonous,Fishy,Paths,Red
6478,Poisonous,Spicy,Woods,Red
6479,Poisonous,Spicy,Paths,Brown
6480,Poisonous,Spicy,Woods,Red
6482,Poisonous,Spicy,Woods,Red
6483,Poisonous,Fishy,Woods,Red
6485,Poisonous,Fishy,Paths,Red
6486,Poisonous,Spicy,Leaves,Red
6487,Poisonous,Foul,Woods,Brown
6488,Poisonous,Spicy,Paths,Brown
6489,Poisonous,Foul,Paths,Red
6490,Poisonous,Spicy,Leaves,Brown
6491,Poisonous,Spicy,Woods,Brown
6492,Poisonous,Foul,Leaves,Brown
6493,Poisonous,Spicy,Leaves,Red
6494,Poisonous,Foul,Paths,Red
6496,Poisonous,Fishy,Woods,Red
6497,Poisonous,Foul,Woods,Red
6498,Poisonous,Spicy,Woods,Brown
6499,Poisonous,Foul,Woods,Red
6500,Poisonous,Foul,Woods,Brown
6501,Poisonous,Spicy,Woods,Red
6502,Poisonous,Foul,Woods,Red
6503,Poisonous,Foul,Woods,Red
6505,Poisonous,Spicy,Leaves,Brown
6507,Poisonous,Spicy,Paths,Brown
6508,Poisonous,Fishy,Woods,Red
6509,Etable,None,Grasses,White
6510,Poisonous,Spicy,Woods,Red
6511,Poisonous,Foul,Leaves,Red
6512,Poisonous,Fishy,Leaves,Brown
6514,Poisonous,Fishy,Woods,Brown
6515,Poisonous,Foul,Paths,Brown
6516,Poisonous,Fishy,Leaves,Brown
6517,Etable,None,Grasses,Gray
6518,Poisonous,Foul,Leaves,Red
6519,Poisonous,Foul,Leaves,Red
6521,Poisonous,Fishy,Paths,Brown
6522,Poisonous,Fishy,Paths,Red
6523,Poisonous,Foul,Woods,Red
6524,Poisonous,Spicy,Woods,Red
6525,Poisonous,Foul,Leaves,Brown
6526,Poisonous,Spicy,Leaves,Brown
6527,Poisonous,Spicy,Paths,Red
6528,Poisonous,Fishy,Woods,Brown
6529,Poisonous,Spicy,Paths,Brown
6530,Etable,None,Grasses,White
6531,Poisonous,Foul,Woods,Brown
6533,Poisonous,Foul,Woods,Red
6536,Poisonous,Fishy,Leaves,Red
6537,Poisonous,Spicy,Leaves,Brown
6538,Poisonous,Fishy,Leaves,Red
6539,Poisonous,Fishy,Paths,Red
6540,Poisonous,Spicy,Woods,Red
6541,Poisonous,Spicy,Paths,Brown
6542,Poisonous,Foul,Leaves,Brown
6545,Poisonous,Foul,Woods,Brown
6546,Poisonous,Fishy,Paths,Brown
6548,Poisonous,Spicy,Leaves,Red
6550,Poisonous,Foul,Paths,Red
6551,Poisonous,Spicy,Paths,Red
6552,Poisonous,Fishy,Paths,Brown
6553,Poisonous,Spicy,Woods,Brown
6554,Poisonous,Fishy,Paths,Red
6555,Poisonous,Foul,Paths,Red
6556,Poisonous,Spicy,Paths,Red
6557,Poisonous,Spicy,Paths,Brown
6558,Etable,None,Leaves,Brown
6559,Poisonous,Fishy,Leaves,Brown
6560,Poisonous,Fishy,Leaves,Brown
6561,Poisonous,Foul,Woods,Brown
6562,Poisonous,Fishy,Woods,Brown
6564,Poisonous,Fishy,Woods,Brown
6565,Poisonous,Foul,Paths,Red
6566,Poisonous,Fishy,Woods,Red
6567,Poisonous,Foul,Leaves,Brown
6568,Poisonous,Foul,Leaves,Red
6569,Poisonous,Spicy,Paths,Brown
6570,Poisonous,Fishy,Paths,Red
6571,Poisonous,Spicy,Woods,Red
6573,Poisonous,Fishy,Paths,Red
6574,Poisonous,Fishy,Leaves,Red
6575,Poisonous,Foul,Paths,Red
6576,Poisonous,Foul,Paths,Brown
6577,Poisonous,Fishy,Leaves,Brown
6578,Poisonous,Foul,Woods,Brown
6579,Poisonous,Fishy,Paths,Red
6580,Poisonous,Fishy,Leaves,Red
6581,Poisonous,Spicy,Woods,Brown
6582,Poisonous,Spicy,Woods,Red
6583,Poisonous,Spicy,Paths,Brown
6584,Poisonous,Spicy,Leaves,Brown
6585,Poisonous,Fishy,Paths,Red
6586,Poisonous,Fishy,Paths,Brown
6587,Poisonous,Fishy,Leaves,Red
6588,Poisonous,Spicy,Paths,Red
6589,Poisonous,Foul,Woods,Brown
6590,Poisonous,Fishy,Leaves,Brown
6591,Poisonous,Spicy,Woods,Brown
6593,Poisonous,Spicy,Woods,Red
6594,Poisonous,Spicy,Paths,Red
6595,Poisonous,Spicy,Leaves,Brown
6598,Poisonous,Fishy,Paths,Red
6599,Etable,None,Grasses,Gray
6600,Poisonous,Fishy,Paths,Brown
6601,Poisonous,Spicy,Paths,Red
6603,Poisonous,Spicy,Woods,Brown
6604,Poisonous,Spicy,Leaves,Red
6606,Poisonous,Foul,Woods,Red
6607,Poisonous,Spicy,Woods,Brown
6608,Poisonous,Fishy,Woods,Brown
6609,Poisonous,Foul,Leaves,Red
6610,Poisonous,Foul,Paths,Brown
6611,Poisonous,Foul,Paths,Brown
6613,Poisonous,Fishy,Woods,Red
6615,Poisonous,Foul,Paths,Brown
6616,Poisonous,Fishy,Paths,Red
6617,Poisonous,Spicy,Leaves,Red
6618,Poisonous,Foul,Leaves,Red
6619,Poisonous,Spicy,Paths,Brown
6620,Poisonous,Spicy,Woods,Red
6621,Poisonous,Foul,Woods,Brown
6623,Poisonous,Fishy,Leaves,Red
6624,Poisonous,Foul,Paths,Red
6625,Poisonous,Spicy,Paths,Red
6626,Poisonous,Fishy,Woods,Brown
6627,Poisonous,Spicy,Leaves,Red
6628,Poisonous,Fishy,Leaves,Red
6629,Poisonous,Fishy,Woods,Brown
6630,Poisonous,Spicy,Leaves,Brown
6632,Poisonous,Foul,Woods,Red
6633,Poisonous,Spicy,Woods,Brown
6634,Poisonous,Foul,Leaves,Red
6636,Poisonous,Foul,Woods,Brown
6637,Poisonous,Fishy,Woods,Red
6638,Poisonous,Fishy,Paths,Brown
6639,Poisonous,Fishy,Leaves,Brown
6640,Poisonous,Fishy,Paths,Brown
6642,Poisonous,Spicy,Woods,Red
6644,Poisonous,Fishy,Woods,Red
6645,Poisonous,Foul,Leaves,Brown
6646,Poisonous,Fishy,Paths,Brown
6647,Poisonous,Spicy,Paths,Brown
6648,Poisonous,Fishy,Leaves,Red
6650,Poisonous,Spicy,Paths,Red
6651,Poisonous,Fishy,Leaves,Brown
6652,Poisonous,Spicy,Paths,Red
6654,Poisonous,Fishy,Leaves,Red
6655,Poisonous,Spicy,Woods,Brown
6656,Poisonous,Foul,Paths,Red
6657,Poisonous,Foul,Leaves,Brown
6658,Poisonous,Spicy,Paths,Red
6659,Poisonous,Fishy,Paths,Red
6661,Poisonous,Fishy,Paths,Brown
6662,Poisonous,Spicy,Paths,Brown
6664,Poisonous,Fishy,Woods,Brown
6665,Poisonous,Spicy,Woods,Brown
6666,Poisonous,Spicy,Woods,Red
6667,Poisonous,Spicy,Woods,Red
6668,Poisonous,Musty,Woods,Cinnamon
6669,Poisonous,Spicy,Leaves,Red
6670,Poisonous,Spicy,Paths,Brown
6671,Poisonous,Fishy,Leaves,Brown
6672,Poisonous,Spicy,Woods,Red
6673,Poisonous,Foul,Woods,Red
6674,Poisonous,Foul,Leaves,Red
6675,Poisonous,Foul,Woods,Brown
6677,Poisonous,Fishy,Paths,Red
6678,Poisonous,Fishy,Leaves,Red
6680,Poisonous,Fishy,Leaves,Brown
6681,Poisonous,Foul,Leaves,Red
6682,Poisonous,Spicy,Paths,Red
6683,Poisonous,Foul,Leaves,Red
6684,Poisonous,Foul,Paths,Red
6685,Poisonous,Fishy,Paths,Red
6686,Poisonous,Foul,Woods,Red
6687,Poisonous,Spicy,Paths,Red
6689,Poisonous,Fishy,Woods,Red
6690,Poisonous,Fishy,Woods,Brown
6691,Poisonous,Spicy,Leaves,Brown
6693,Poisonous,Spicy,Paths,Brown
6694,Poisonous,Spicy,Woods,Red
6696,Poisonous,Fishy,Woods,Brown
6697,Poisonous,Foul,Woods,Brown
6698,Poisonous,Fishy,Paths,Red
6699,Poisonous,Spicy,Leaves,Red
6700,Poisonous,Foul,Woods,Brown
6703,Poisonous,Spicy,Woods,Brown
6705,Poisonous,Fishy,Woods,Brown
6706,Poisonous,Foul,Woods,Red
6707,Poisonous,Fishy,Leaves,Brown
6708,Poisonous,Fishy,Paths,Brown
6709,Poisonous,Foul,Paths,Brown
6711,Poisonous,Foul,Leaves,Brown
6712,Poisonous,Foul,Paths,Red
6713,Poisonous,Foul,Woods,Red
6714,Poisonous,Spicy,Woods,Red
6716,Poisonous,Spicy,Paths,Red
6717,Poisonous,Foul,Paths,Brown
6718,Poisonous,Fishy,Paths,Brown
6719,Poisonous,Spicy,Woods,Red
6720,Poisonous,Spicy,Woods,Red
6721,Poisonous,Foul,Leaves,Red
6722,Poisonous,Spicy,Leaves,Brown
6723,Poisonous,Foul,Woods,Red
6725,Poisonous,Fishy,Paths,Brown
6726,Poisonous,Spicy,Paths,Red
6727,Poisonous,Fishy,Leaves,Red
6728,Poisonous,Spicy,Woods,Red
6730,Poisonous,Foul,Leaves,Red
6731,Poisonous,Spicy,Leaves,Brown
6732,Poisonous,Fishy,Woods,Red
6735,Poisonous,Spicy,Paths,Red
6737,Poisonous,Spicy,Paths,Red
6738,Poisonous,Fishy,Leaves,Brown
6740,Poisonous,Foul,Leaves,Red
6741,Poisonous,Fishy,Paths,Brown
6742,Poisonous,Spicy,Woods,Red
6743,Poisonous,Fishy,Woods,Red
6745,Poisonous,Fishy,Paths,Red
6746,Poisonous,Foul,Leaves,Brown
6749,Poisonous,Fishy,Leaves,Red
6750,Poisonous,Spicy,Leaves,Red
6751,Poisonous,Fishy,Woods,Red
6753,Poisonous,Spicy,Woods,Brown
6754,Poisonous,Foul,Woods,Red
6755,Poisonous,Spicy,Woods,Brown
6756,Poisonous,Foul,Leaves,Brown
6757,Poisonous,Foul,Woods,Brown
6758,Poisonous,Spicy,Woods,Red
6759,Poisonous,Spicy,Leaves,Brown
6760,Poisonous,Fishy,Woods,Brown
6761,Poisonous,Foul,Woods,Red
6762,Etable,None,Grasses,Gray
6764,Poisonous,Spicy,Leaves,Brown
6765,Poisonous,Spicy,Paths,Brown
6766,Poisonous,Spicy,Leaves,Brown
6767,Poisonous,Spicy,Leaves,Red
6768,Poisonous,Fishy,Leaves,Brown
6770,Poisonous,Fishy,Paths,Red
6773,Poisonous,Fishy,Woods,Red
6774,Etable,None,Grasses,White
6775,Poisonous,Foul,Paths,Brown
6777,Poisonous,Fishy,Woods,Brown
6778,Poisonous,Fishy,Leaves,Brown
6779,Poisonous,Foul,Woods,Brown
6780,Poisonous,Fishy,Woods,Brown
6781,Poisonous,Fishy,Paths,Brown
6782,Poisonous,Fishy,Paths,Red
6783,Poisonous,Fishy,Paths,Brown
6785,Poisonous,Spicy,Leaves,Brown
6787,Poisonous,Spicy,Leaves,Red
6788,Poisonous,Foul,Woods,Red
6789,Poisonous,Spicy,Leaves,Red
6791,Poisonous,Spicy,Leaves,Red
6793,Poisonous,Spicy,Woods,Red
6795,Poisonous,Spicy,Leaves,Red
6796,Poisonous,Foul,Leaves,Brown
6797,Poisonous,Foul,Leaves,Brown
6798,Poisonous,Fishy,Paths,Brown
6799,Poisonous,Foul,Leaves,Red
6800,Poisonous,Fishy,Leaves,Red
6801,Poisonous,Spicy,Paths,Red
6802,Poisonous,Fishy,Paths,Red
6803,Poisonous,Foul,Leaves,Red
6804,Poisonous,Spicy,Woods,Red
6805,Poisonous,Foul,Leaves,Red
6806,Poisonous,Fishy,Woods,Brown
6807,Poisonous,Fishy,Leaves,Red
6809,Poisonous,Fishy,Woods,Red
6811,Poisonous,Foul,Paths,Red
6812,Poisonous,Foul,Paths,Red
6813,Poisonous,Fishy,Paths,Red
6814,Poisonous,Spicy,Paths,Red
6815,Poisonous,Fishy,Leaves,Brown
6817,Poisonous,Spicy,Paths,Brown
6819,Poisonous,Fishy,Woods,Brown
6820,Poisonous,Fishy,Paths,Brown
6821,Poisonous,Spicy,Leaves,Red
6822,Poisonous,Fishy,Leaves,Red
6823,Poisonous,Fishy,Paths,Brown
6824,Poisonous,Fishy,Paths,Brown
6826,Poisonous,Foul,Leaves,Red
6828,Poisonous,Fishy,Woods,Brown
6829,Poisonous,Fishy,Paths,Brown
6830,Poisonous,Spicy,Paths,Brown
6831,Poisonous,Spicy,Paths,Brown
6832,Poisonous,Spicy,Paths,Red
6833,Poisonous,Foul,Leaves,Red
6834,Poisonous,Foul,Leaves,Red
6835,Poisonous,Foul,Paths,Red
6836,Poisonous,Foul,Leaves,Brown
6837,Poisonous,Foul,Paths,Red
6838,Poisonous,Foul,Paths,Brown
6839,Poisonous,Foul,Leaves,Red
6840,Poisonous,Spicy,Paths,Red
6841,Poisonous,Fishy,Woods,Red
6842,Poisonous,Foul,Paths,Red
6843,Poisonous,Spicy,Paths,Red
6844,Poisonous,Spicy,Paths,Brown
6845,Poisonous,Spicy,Woods,Red
6846,Poisonous,Fishy,Leaves,Red
6847,Poisonous,Spicy,Leaves,Red
6848,Poisonous,Foul,Leaves,Red
6850,Poisonous,Foul,Woods,Brown
6851,Poisonous,Spicy,Leaves,Red
6854,Poisonous,Foul,Paths,Brown
6855,Poisonous,Musty,Woods,Brown
6857,Poisonous,Spicy,Leaves,Red
6859,Poisonous,Foul,Paths,Red
6860,Etable,None,Grasses,White
6861,Poisonous,Fishy,Leaves,Brown
6862,Poisonous,Fishy,Woods,Brown
6863,Poisonous,Fishy,Paths,Brown
6864,Poisonous,Spicy,Woods,Brown
6865,Poisonous,Fishy,Leaves,Brown
6866,Poisonous,Fishy,Paths,Red
6867,Poisonous,Foul,Woods,Red
6868,Poisonous,Foul,Paths,Brown
6870,Poisonous,Foul,Leaves,Red
6871,Poisonous,Fishy,Leaves,Red
6872,Poisonous,Fishy,Woods,Red
6873,Poisonous,Fishy,Woods,Brown
6875,Poisonous,Foul,Leaves,Brown
6876,Poisonous,Fishy,Leaves,Brown
6877,Poisonous,Fishy,Woods,Red
6879,Poisonous,Foul,Leaves,Red
6880,Poisonous,Foul,Paths,Red
6882,Poisonous,Fishy,Woods,Brown
6883,Poisonous,Foul,Woods,Red
6884,Etable,None,Grasses,Gray
6885,Poisonous,Fishy,Woods,Red
6886,Poisonous,Fishy,Woods,Brown
6888,Poisonous,Spicy,Paths,Red
6889,Poisonous,Foul,Leaves,Red
6890,Poisonous,Spicy,Leaves,Brown
6891,Poisonous,Spicy,Paths,Red
6892,Poisonous,Foul,Paths,Red
6893,Poisonous,Spicy,Woods,Brown
6894,Poisonous,Spicy,Paths,Red
6896,Poisonous,Foul,Paths,Red
6897,Poisonous,Fishy,Paths,Red
6898,Poisonous,Fishy,Woods,Brown
6899,Poisonous,Foul,Paths,Brown
6900,Etable,None,Leaves,Brown
6901,Poisonous,Fishy,Paths,Brown
6902,Poisonous,Fishy,Leaves,Brown
6903,Poisonous,Foul,Paths,Red
6904,Etable,None,Paths,Cinnamon
6905,Etable,None,Leaves,Brown
6908,Poisonous,Spicy,Woods,Brown
6909,Poisonous,Foul,Paths,Red
6910,Etable,None,Leaves,Brown
6911,Poisonous,Spicy,Woods,Red
6912,Poisonous,None,Leaves,Yellow
6913,Poisonous,Foul,Woods,Red
6915,Poisonous,Foul,Paths,Red
6916,Poisonous,Spicy,Paths,Red
6917,Poisonous,Spicy,Woods,Red
6919,Poisonous,Spicy,Woods,Red
6920,Etable,None,Grasses,Gray
6921,Poisonous,Spicy,Paths,Brown
6922,Poisonous,Fishy,Woods,Red
6923,Poisonous,Foul,Leaves,Red
6924,Etable,None,Grasses,Gray
6925,Poisonous,Spicy,Woods,Brown
6926,Poisonous,Fishy,Paths,Brown
6927,Etable,None,Leaves,Brown
6929,Poisonous,Fishy,Woods,Brown
6931,Poisonous,Spicy,Leaves,Brown
6932,Etable,None,Grasses,White
6933,Poisonous,Foul,Paths,Red
6934,Poisonous,Fishy,Leaves,Red
6935,Poisonous,Fishy,Leaves,Red
6936,Poisonous,Foul,Woods,Brown
6937,Etable,None,Grasses,White
6938,Etable,None,Grasses,White
6939,Poisonous,Fishy,Leaves,Red
6941,Etable,None,Paths,Brown
6942,Poisonous,Spicy,Woods,Brown
6944,Poisonous,Spicy,Leaves,Brown
6945,Poisonous,Musty,Woods,Red
6946,Poisonous,Foul,Woods,Red
6948,Poisonous,Spicy,Leaves,Brown
6949,Poisonous,Foul,Leaves,Red
6950,Poisonous,Foul,Leaves,Brown
6951,Poisonous,Foul,Paths,Red
6952,Etable,None,Grasses,White
6953,Poisonous,Spicy,Woods,Brown
6955,Poisonous,Fishy,Woods,Red
6956,Poisonous,Spicy,Leaves,Red
6957,Poisonous,Spicy,Leaves,Brown
6958,Etable,None,Grasses,White
6959,Poisonous,Foul,Paths,Brown
6960,Poisonous,Spicy,Leaves,Brown
6961,Poisonous,Spicy,Leaves,Brown
6963,Poisonous,Fishy,Leaves,Brown
6965,Poisonous,Fishy,Paths,Red
6966,Poisonous,Foul,Woods,Brown
6967,Etable,None,Woods,Brown
6968,Poisonous,Foul,Paths,Brown
6969,Poisonous,Foul,Woods,Red
6970,Etable,None,Woods,Brown
6971,Poisonous,Foul,Woods,Brown
6972,Poisonous,Fishy,Leaves,Brown
6973,Poisonous,Spicy,Paths,Brown
6974,Poisonous,Spicy,Paths,Brown
6975,Etable,None,Grasses,White
6976,Poisonous,Foul,Woods,Red
6977,Poisonous,Fishy,Paths,Red
6978,Poisonous,Foul,Leaves,Brown
6979,Poisonous,Foul,Paths,Brown
6980,Poisonous,Fishy,Leaves,Brown
6982,Poisonous,Spicy,Leaves,Red
6983,Poisonous,Foul,Woods,Red
6984,Etable,None,Paths,Brown
6985,Poisonous,Fishy,Paths,Red
6986,Poisonous,Foul,Paths,Brown
6987,Poisonous,Foul,Paths,Red
6988,Poisonous,Spicy,Leaves,Red
6989,Etable,None,Leaves,Brown
6991,Poisonous,Musty,Woods,Red
6993,Poisonous,Fishy,Woods,Red
6994,Etable,None,Leaves,Brown
6995,Poisonous,Spicy,Woods,Red
6996,Poisonous,Spicy,Woods,Red
6997,Etable,None,Grasses,White
6998,Etable,None,Grasses,Gray
6999,Etable,None,Leaves,Brown
7000,Poisonous,Spicy,Woods,Red
7001,Poisonous,Spicy,Leaves,Brown
7002,Poisonous,Spicy,Paths,Red
7003,Etable,None,Grasses,White
7005,Etable,None,Grasses,White
7006,Poisonous,Foul,Leaves,Red
7007,Poisonous,Spicy,Paths,Red
7008,Etable,None,Grasses,Gray
7009,Etable,None,Grasses,White
7010,Poisonous,Foul,Woods,Red
7011,Etable,None,Grasses,White
7012,Poisonous,Spicy,Paths,Red
7014,Poisonous,Foul,Woods,Brown
7015,Etable,None,Grasses,Gray
7016,Etable,None,Grasses,White
7017,Poisonous,Fishy,Paths,Red
7018,Poisonous,Foul,Woods,Red
7019,Etable,None,Grasses,White
7020,Etable,None,Grasses,White
7022,Etable,None,Paths,Gray
7024,Poisonous,Fishy,Paths,Brown
7025,Etable,None,Leaves,Brown
7026,Etable,None,Leaves,Brown
7027,Poisonous,Spicy,Leaves,Red
7028,Poisonous,Fishy,Woods,Red
7029,Poisonous,Spicy,Woods,Brown
7030,Poisonous,Fishy,Woods,Red
7032,Etable,None,Grasses,White
7035,Etable,None,Grasses,Gray
7036,Etable,None,Leaves,Brown
7037,Etable,None,Leaves,Brown
7038,Poisonous,Spicy,Paths,Red
7039,Etable,None,Grasses,White
7040,Etable,None,Grasses,Gray
7041,Etable,None,Leaves,Brown
7042,Poisonous,Fishy,Woods,Brown
7043,Poisonous,Spicy,Leaves,Brown
7044,Poisonous,Spicy,Woods,Brown
7045,Poisonous,Fishy,Paths,Red
7047,Poisonous,Spicy,Woods,Red
7048,Poisonous,Spicy,Paths,Brown
7049,Poisonous,Spicy,Leaves,Red
7051,Etable,None,Leaves,Brown
7052,Poisonous,Foul,Leaves,Brown
7053,Poisonous,Spicy,Paths,Brown
7055,Poisonous,Fishy,Woods,Brown
7056,Poisonous,Fishy,Paths,Brown
7057,Poisonous,Spicy,Leaves,Red
7058,Poisonous,Spicy,Paths,Red
7059,Poisonous,Spicy,Paths,Red
7060,Poisonous,Fishy,Woods,Red
7061,Poisonous,Spicy,Woods,Brown
7062,Poisonous,Fishy,Woods,Brown
7063,Etable,None,Paths,Pink
7064,Poisonous,Fishy,Woods,Red
7065,Poisonous,Musty,Woods,Brown
7066,Poisonous,Foul,Leaves,Brown
7067,Etable,None,Grasses,Gray
7068,Poisonous,Foul,Woods,Brown
7069,Poisonous,Fishy,Paths,Brown
7070,Poisonous,Spicy,Paths,Brown
7071,Poisonous,Fishy,Woods,Red
7072,Poisonous,Foul,Woods,Red
7073,Etable,None,Paths,Cinnamon
7074,Poisonous,Foul,Leaves,Brown
7076,Poisonous,Fishy,Leaves,Red
7077,Poisonous,Fishy,Leaves,Red
7078,Poisonous,Foul,Paths,Brown
7080,Poisonous,Spicy,Woods,Red
7081,Poisonous,Spicy,Paths,Red
7083,Poisonous,Spicy,Paths,Red
7084,Poisonous,Foul,Leaves,Red
7085,Poisonous,Fishy,Leaves,Red
7086,Etable,None,Grasses,Gray
7088,Poisonous,Spicy,Leaves,Red
7090,Etable,None,Leaves,Brown
7091,Poisonous,Musty,Woods,Brown
7092,Poisonous,Spicy,Woods,Red
7093,Poisonous,Foul,Leaves,Brown
7096,Poisonous,Fishy,Paths,Brown
7098,Etable,None,Grasses,Gray
7100,Poisonous,Musty,Woods,Cinnamon
7102,Poisonous,Spicy,Leaves,Red
7103,Etable,None,Grasses,White
7104,Poisonous,Fishy,Woods,Brown
7105,Poisonous,Fishy,Paths,Red
7108,Poisonous,Foul,Woods,Red
7109,Poisonous,Foul,Woods,Red
7111,Poisonous,Musty,Woods,Brown
7113,Poisonous,Foul,Paths,Brown
7115,Poisonous,Spicy,Leaves,Red
7117,Poisonous,Fishy,Woods,Brown
7119,Etable,None,Grasses,White
7123,Etable,None,Grasses,White
7127,Poisonous,Foul,Leaves,Red
7128,Etable,None,Leaves,Brown
7129,Poisonous,Fishy,Woods,Brown
7130,Poisonous,Fishy,Woods,Red
