,classif,cap_shape,cap_surface,cap_colour,bruises,odor,gill_attach,gill_space,gill_size,gill_color,stalk_shape,stalk_surf_above_ring,stalk_surf_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
7121,Poisonous,k,y,Brown,No,Fishy,f,Close,Narrow,Buff,t,Smooth,s,Pink,White,p,w,o,Evanescent,White,Several,Woods
7122,Poisonous,x,s,Red,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,Pink,White,p,w,o,Evanescent,White,Several,Woods
7123,Etable,k,s,White,No,None,f,Crowded,Broad,White,e,Smooth,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7124,Poisonous,f,y,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,White,Pink,p,w,o,Evanescent,White,Several,Paths
7125,Poisonous,k,s,Red,No,Spicy,f,Close,Narrow,Buff,t,Silky,k,White,Pink,p,w,o,Evanescent,White,Several,Paths
7126,Poisonous,k,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,White,White,p,w,o,Evanescent,White,Several,Paths
7127,Poisonous,f,y,Red,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,Pink,Pink,p,w,o,Evanescent,White,Several,Leaves
7128,Etable,f,s,Brown,No,None,a,Close,Broad,Brown,e,Smooth,s,Orange,Orange,p,n,o,Pendant,Yellow,Several,Leaves
7129,Poisonous,f,y,Brown,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,Pink,White,p,w,o,Evanescent,White,Several,Woods
7130,Poisonous,k,y,Red,No,Fishy,f,Close,Narrow,Buff,t,Smooth,s,Pink,White,p,w,o,Evanescent,White,Several,Woods
7131,Poisonous,k,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Smooth,k,White,White,p,w,o,Evanescent,White,Several,Woods
7132,Poisonous,k,s,Red,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,Pink,White,p,w,o,Evanescent,White,Several,Leaves
7133,Etable,b,s,Brown,No,None,a,Close,Broad,Orange,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Buff,Several,Leaves
7134,Etable,k,s,Gray,No,None,f,Crowded,Broad,Pink,e,Silky,k,White,White,p,w,t,Pendant,White,Scattered,Grasses
7135,Etable,x,s,Brown,No,None,a,Close,Broad,Brown,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Brown,Several,Leaves
7136,Etable,x,f,Gray,No,None,f,Crowded,Broad,Pink,e,Silky,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7137,Poisonous,k,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Smooth,s,White,Pink,p,w,o,Evanescent,White,Several,Woods
7138,Poisonous,f,y,Red,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,White,Pink,p,w,o,Evanescent,White,Several,Woods
7139,Poisonous,k,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Silky,k,Pink,White,p,w,o,Evanescent,White,Several,Woods
7140,Poisonous,k,s,Brown,No,Fishy,f,Close,Narrow,Buff,t,Silky,s,Pink,White,p,w,o,Evanescent,White,Several,Paths
7141,Etable,b,s,White,No,None,f,Crowded,Broad,Pink,e,Silky,s,White,White,p,w,t,Pendant,White,Numerous,Grasses
7142,Poisonous,f,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,Pink,Pink,p,w,o,Evanescent,White,Several,Woods
7143,Etable,b,f,Gray,No,None,f,Crowded,Broad,Pink,e,Smooth,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7144,Poisonous,x,s,Brown,No,Foul,f,Close,Narrow,Buff,t,Silky,s,White,White,p,w,o,Evanescent,White,Several,Woods
7145,Poisonous,x,y,Red,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,White,White,p,w,o,Evanescent,White,Several,Leaves
7146,Poisonous,f,y,Cinnamon,No,Musty,f,Close,Broad,White,e,Silky,y,Cinnamon,Cinnamon,p,w,n,None,White,Clustered,Woods
7147,Poisonous,f,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,White,Pink,p,w,o,Evanescent,White,Several,Woods
7148,Poisonous,x,y,Red,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,Pink,White,p,w,o,Evanescent,White,Several,Leaves
7149,Poisonous,f,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Silky,k,White,White,p,w,o,Evanescent,White,Several,Leaves
7150,Poisonous,f,y,Red,No,Foul,f,Close,Narrow,Buff,t,Silky,s,White,Pink,p,w,o,Evanescent,White,Several,Paths
7151,Poisonous,f,s,Red,No,Foul,f,Close,Narrow,Buff,t,Silky,k,White,Pink,p,w,o,Evanescent,White,Several,Leaves
7152,Poisonous,x,s,Red,No,Spicy,f,Close,Narrow,Buff,t,Silky,k,White,White,p,w,o,Evanescent,White,Several,Woods
7153,Etable,k,s,Gray,No,None,f,Crowded,Broad,White,e,Silky,s,White,White,p,w,t,Pendant,White,Scattered,Grasses
7154,Poisonous,x,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Smooth,s,Pink,White,p,w,o,Evanescent,White,Several,Paths
7155,Poisonous,k,s,Brown,No,Fishy,f,Close,Narrow,Buff,t,Silky,s,White,Pink,p,w,o,Evanescent,White,Several,Leaves
7156,Poisonous,k,y,Red,No,Spicy,f,Close,Narrow,Buff,t,Silky,s,White,Pink,p,w,o,Evanescent,White,Several,Leaves
7157,Poisonous,x,s,Brown,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,White,Pink,p,w,o,Evanescent,White,Several,Paths
7158,Etable,b,s,Gray,No,None,f,Crowded,Broad,Gray,e,Smooth,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7159,Poisonous,x,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,White,Pink,p,w,o,Evanescent,White,Several,Leaves
7160,Poisonous,f,s,Red,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,White,White,p,w,o,Evanescent,White,Several,Woods
7161,Poisonous,k,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,Pink,White,p,w,o,Evanescent,White,Several,Woods
7162,Etable,b,s,Gray,No,None,f,Crowded,Broad,White,e,Smooth,s,White,White,p,w,t,Pendant,White,Scattered,Grasses
7163,Poisonous,x,s,Brown,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,Pink,Pink,p,w,o,Evanescent,White,Several,Paths
7164,Poisonous,f,y,Red,No,Fishy,f,Close,Narrow,Buff,t,Smooth,k,White,White,p,w,o,Evanescent,White,Several,Paths
7165,Poisonous,f,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Smooth,k,Pink,White,p,w,o,Evanescent,White,Several,Woods
7166,Poisonous,f,y,Brown,No,Musty,f,Close,Broad,Yellow,e,Silky,y,Cinnamon,Cinnamon,p,w,n,None,White,Clustered,Woods
7167,Etable,b,f,Gray,No,None,f,Crowded,Broad,Gray,e,Silky,s,White,White,p,w,t,Pendant,White,Scattered,Grasses
7168,Poisonous,f,s,Red,No,Foul,f,Close,Narrow,Buff,t,Silky,k,Pink,Pink,p,w,o,Evanescent,White,Several,Paths
7169,Poisonous,k,s,Brown,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,Pink,Pink,p,w,o,Evanescent,White,Several,Leaves
7170,Etable,k,s,Gray,No,None,f,Crowded,Broad,Pink,e,Smooth,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7171,Poisonous,k,y,Brown,No,Foul,f,Close,Narrow,Buff,t,Silky,k,Pink,Pink,p,w,o,Evanescent,White,Several,Leaves
7172,Poisonous,x,s,Red,No,Spicy,f,Close,Narrow,Buff,t,Silky,k,Pink,Pink,p,w,o,Evanescent,White,Several,Leaves
7173,Etable,b,s,Brown,No,None,a,Close,Broad,Yellow,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Yellow,Clustered,Leaves
7174,Poisonous,k,y,Brown,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,Pink,White,p,w,o,Evanescent,White,Several,Leaves
7175,Poisonous,f,y,Brown,No,Spicy,f,Close,Narrow,Buff,t,Silky,k,White,White,p,w,o,Evanescent,White,Several,Leaves
7176,Etable,x,s,Brown,No,None,a,Close,Broad,Brown,e,Smooth,s,Orange,Orange,p,n,o,Pendant,Buff,Clustered,Leaves
7177,Poisonous,k,s,Brown,No,Foul,f,Close,Narrow,Buff,t,Silky,k,Pink,White,p,w,o,Evanescent,White,Several,Leaves
7178,Poisonous,k,s,Brown,No,Foul,f,Close,Narrow,Buff,t,Silky,k,Pink,Pink,p,w,o,Evanescent,White,Several,Woods
7179,Poisonous,k,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Silky,s,Pink,Pink,p,w,o,Evanescent,White,Several,Paths
7180,Poisonous,k,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,Pink,White,p,w,o,Evanescent,White,Several,Paths
7181,Etable,f,y,Cinnamon,Bruises,None,f,Close,Broad,White,e,Smooth,s,White,White,p,w,t,Pendant,White,Solitary,Paths
7182,Etable,f,s,Brown,No,None,a,Close,Broad,Brown,e,Smooth,s,Orange,Orange,p,n,o,Pendant,Brown,Clustered,Leaves
7183,Etable,b,s,White,No,None,f,Crowded,Broad,Gray,e,Silky,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7184,Poisonous,k,s,Red,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,Pink,Pink,p,w,o,Evanescent,White,Several,Paths
7185,Etable,b,s,Gray,No,None,f,Crowded,Broad,White,e,Smooth,s,White,White,p,w,t,Pendant,White,Numerous,Grasses
7186,Poisonous,k,y,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,Pink,White,p,w,o,Evanescent,White,Several,Paths
7187,Poisonous,k,y,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,White,White,p,w,o,Evanescent,White,Several,Woods
7188,Etable,x,s,Brown,No,None,a,Close,Broad,Orange,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Yellow,Clustered,Leaves
7189,Poisonous,x,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,s,White,White,p,w,o,Evanescent,White,Several,Paths
7190,Poisonous,x,s,Brown,No,Foul,f,Close,Narrow,Buff,t,Silky,s,Pink,Pink,p,w,o,Evanescent,White,Several,Woods
7191,Poisonous,f,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,s,White,White,p,w,o,Evanescent,White,Several,Leaves
7192,Poisonous,f,y,Red,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,Pink,Pink,p,w,o,Evanescent,White,Several,Paths
7193,Poisonous,x,y,Red,No,Spicy,f,Close,Narrow,Buff,t,Silky,s,Pink,Pink,p,w,o,Evanescent,White,Several,Paths
7194,Poisonous,k,s,Red,No,Foul,f,Close,Narrow,Buff,t,Silky,k,White,White,p,w,o,Evanescent,White,Several,Woods
7195,Etable,k,y,Brown,No,None,f,Close,Broad,White,e,Scaly,y,Brown,Brown,p,w,t,Pendant,White,Solitary,Woods
7196,Poisonous,f,s,Red,No,Foul,f,Close,Narrow,Buff,t,Smooth,s,White,White,p,w,o,Evanescent,White,Several,Woods
7197,Poisonous,k,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Silky,k,Pink,White,p,w,o,Evanescent,White,Several,Paths
7198,Poisonous,f,y,Brown,No,Fishy,f,Close,Narrow,Buff,t,Smooth,s,White,White,p,w,o,Evanescent,White,Several,Paths
7199,Poisonous,f,s,Red,No,Foul,f,Close,Narrow,Buff,t,Silky,s,Pink,Pink,p,w,o,Evanescent,White,Several,Woods
7200,Etable,k,f,Gray,No,None,f,Crowded,Broad,White,e,Smooth,s,White,White,p,w,t,Pendant,White,Numerous,Grasses
7201,Poisonous,k,s,Brown,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,White,Pink,p,w,o,Evanescent,White,Several,Woods
7202,Etable,b,f,White,No,None,f,Crowded,Broad,Pink,e,Silky,s,White,White,p,w,t,Pendant,White,Scattered,Grasses
7203,Poisonous,k,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,Pink,White,p,w,o,Evanescent,White,Several,Leaves
7204,Etable,x,s,Gray,No,None,f,Crowded,Broad,Pink,e,Silky,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7205,Etable,k,s,Brown,No,None,a,Close,Broad,Yellow,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Yellow,Clustered,Leaves
7206,Poisonous,k,s,Red,No,Foul,f,Close,Narrow,Buff,t,Silky,s,White,Pink,p,w,o,Evanescent,White,Several,Paths
7207,Poisonous,k,y,Brown,No,Foul,f,Close,Narrow,Buff,t,Smooth,s,White,Pink,p,w,o,Evanescent,White,Several,Leaves
7208,Etable,k,f,Gray,No,None,f,Crowded,Broad,Gray,e,Silky,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7209,Poisonous,x,s,Brown,No,Fishy,f,Close,Narrow,Buff,t,Smooth,s,Pink,Pink,p,w,o,Evanescent,White,Several,Leaves
7210,Poisonous,k,y,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,White,Pink,p,w,o,Evanescent,White,Several,Leaves
7211,Etable,x,f,White,No,None,f,Crowded,Broad,Gray,e,Silky,s,White,White,p,w,t,Pendant,White,Numerous,Grasses
7212,Poisonous,k,y,Red,No,Foul,f,Close,Narrow,Buff,t,Silky,s,Pink,White,p,w,o,Evanescent,White,Several,Paths
7213,Poisonous,k,s,Red,No,Foul,f,Close,Narrow,Buff,t,Silky,s,Pink,Pink,p,w,o,Evanescent,White,Several,Leaves
7214,Poisonous,k,s,Red,No,Foul,f,Close,Narrow,Buff,t,Silky,k,Pink,White,p,w,o,Evanescent,White,Several,Leaves
7215,Poisonous,k,y,Red,No,Spicy,f,Close,Narrow,Buff,t,Silky,s,White,White,p,w,o,Evanescent,White,Several,Paths
7216,Poisonous,k,y,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,Pink,White,p,w,o,Evanescent,White,Several,Paths
7217,Etable,k,s,Gray,No,None,f,Crowded,Broad,Gray,e,Silky,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7218,Poisonous,k,y,Brown,No,Foul,f,Close,Narrow,Buff,t,Silky,k,Pink,Pink,p,w,o,Evanescent,White,Several,Paths
7219,Poisonous,k,s,Red,No,Foul,f,Close,Narrow,Buff,t,Smooth,s,White,Pink,p,w,o,Evanescent,White,Several,Leaves
7220,Etable,x,s,Gray,No,None,f,Crowded,Broad,White,e,Smooth,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7221,Etable,f,s,Brown,No,None,a,Close,Broad,Yellow,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Yellow,Several,Leaves
7222,Etable,k,s,Gray,No,None,f,Crowded,Broad,Gray,e,Silky,s,White,White,p,w,t,Pendant,White,Numerous,Grasses
7223,Poisonous,x,s,Red,No,Spicy,f,Close,Narrow,Buff,t,Silky,s,White,Pink,p,w,o,Evanescent,White,Several,Paths
7224,Poisonous,k,s,Brown,No,Foul,f,Close,Narrow,Buff,t,Smooth,s,White,White,p,w,o,Evanescent,White,Several,Woods
7225,Poisonous,k,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,k,White,Pink,p,w,o,Evanescent,White,Several,Paths
7226,Etable,x,s,Gray,No,None,f,Crowded,Broad,Pink,e,Silky,s,White,White,p,w,t,Pendant,White,Scattered,Grasses
7227,Poisonous,k,y,Red,No,Spicy,f,Close,Narrow,Buff,t,Silky,k,Pink,Pink,p,w,o,Evanescent,White,Several,Paths
7228,Etable,f,s,Brown,No,None,a,Close,Broad,Brown,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Yellow,Several,Leaves
7229,Etable,k,s,White,No,None,f,Crowded,Broad,White,e,Silky,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7230,Poisonous,f,y,Red,No,Musty,f,Close,Broad,Yellow,e,Silky,y,Cinnamon,Cinnamon,p,w,n,None,White,Clustered,Woods
7231,Etable,b,s,Gray,No,None,f,Crowded,Broad,Gray,e,Silky,k,White,White,p,w,t,Pendant,White,Scattered,Grasses
7232,Poisonous,f,y,Brown,No,Fishy,f,Close,Narrow,Buff,t,Smooth,k,White,White,p,w,o,Evanescent,White,Several,Paths
7233,Etable,b,s,Brown,No,None,a,Close,Broad,Orange,e,Smooth,s,Orange,Orange,p,n,o,Pendant,Buff,Clustered,Leaves
7234,Etable,b,s,Gray,No,None,f,Crowded,Broad,White,e,Silky,s,White,White,p,w,t,Pendant,White,Numerous,Grasses
7235,Etable,k,s,Brown,No,None,a,Close,Broad,Brown,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Yellow,Clustered,Leaves
7236,Etable,b,s,Gray,No,None,f,Crowded,Broad,Pink,e,Silky,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7237,Poisonous,k,s,Brown,No,Foul,f,Close,Narrow,Buff,t,Silky,s,White,White,p,w,o,Evanescent,White,Several,Leaves
7238,Poisonous,k,y,Brown,No,Fishy,f,Close,Narrow,Buff,t,Smooth,k,Pink,White,p,w,o,Evanescent,White,Several,Paths
7239,Etable,f,s,Brown,No,None,a,Close,Broad,Brown,e,Smooth,s,Orange,Orange,p,n,o,Pendant,Orange,Clustered,Leaves
7240,Poisonous,k,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,Pink,Pink,p,w,o,Evanescent,White,Several,Paths
7241,Poisonous,f,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Smooth,k,White,Pink,p,w,o,Evanescent,White,Several,Paths
7242,Poisonous,k,s,Brown,No,Fishy,f,Close,Narrow,Buff,t,Smooth,k,Pink,Pink,p,w,o,Evanescent,White,Several,Leaves
7243,Poisonous,k,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,k,White,Pink,p,w,o,Evanescent,White,Several,Leaves
7244,Etable,b,s,Brown,No,None,a,Close,Broad,Yellow,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Yellow,Several,Leaves
7245,Etable,k,f,Gray,No,None,f,Crowded,Broad,White,e,Silky,k,White,White,p,w,t,Pendant,White,Scattered,Grasses
7246,Etable,b,s,Brown,No,None,a,Close,Broad,Orange,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Orange,Clustered,Leaves
7247,Poisonous,k,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Silky,s,Pink,White,p,w,o,Evanescent,White,Several,Leaves
7248,Poisonous,k,y,Red,No,Spicy,f,Close,Narrow,Buff,t,Smooth,k,White,Pink,p,w,o,Evanescent,White,Several,Leaves
7249,Poisonous,k,y,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,s,Pink,Pink,p,w,o,Evanescent,White,Several,Paths
7250,Poisonous,k,s,Brown,No,Fishy,f,Close,Narrow,Buff,t,Smooth,s,Pink,Pink,p,w,o,Evanescent,White,Several,Leaves
7251,Etable,f,s,Brown,No,None,a,Close,Broad,Brown,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Brown,Clustered,Leaves
7252,Poisonous,k,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Smooth,s,White,White,p,w,o,Evanescent,White,Several,Woods
7253,Etable,x,s,Brown,No,None,a,Close,Broad,Orange,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Orange,Several,Leaves
7254,Poisonous,k,s,Brown,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,White,Pink,p,w,o,Evanescent,White,Several,Woods
7255,Etable,k,s,White,No,None,f,Crowded,Broad,Pink,e,Smooth,s,White,White,p,w,t,Pendant,White,Scattered,Grasses
7256,Poisonous,k,y,Red,No,Foul,f,Close,Narrow,Buff,t,Smooth,s,White,Pink,p,w,o,Evanescent,White,Several,Woods
7257,Poisonous,k,y,Brown,No,Foul,f,Close,Narrow,Buff,t,Silky,k,Pink,White,p,w,o,Evanescent,White,Several,Woods
7258,Etable,k,f,Gray,No,None,f,Crowded,Broad,Gray,e,Smooth,s,White,White,p,w,t,Pendant,White,Scattered,Grasses
7259,Poisonous,f,s,Brown,No,Fishy,f,Close,Narrow,Buff,t,Silky,s,Pink,White,p,w,o,Evanescent,White,Several,Paths
7260,Etable,x,s,Gray,No,None,f,Crowded,Broad,White,e,Smooth,s,White,White,p,w,t,Pendant,White,Numerous,Grasses
7261,Poisonous,k,y,Brown,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,Pink,White,p,w,o,Evanescent,White,Several,Paths
7262,Poisonous,f,s,Red,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,Pink,Pink,p,w,o,Evanescent,White,Several,Woods
7263,Etable,x,f,White,No,None,f,Crowded,Broad,Pink,e,Silky,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7264,Poisonous,k,y,Brown,No,Spicy,f,Close,Narrow,Buff,t,Silky,s,White,White,p,w,o,Evanescent,White,Several,Leaves
7265,Poisonous,f,y,Brown,No,Musty,a,Close,Broad,White,e,Silky,y,Cinnamon,Cinnamon,p,w,n,None,White,Clustered,Woods
7266,Etable,b,f,Gray,No,None,f,Crowded,Broad,White,e,Smooth,s,White,White,p,w,t,Pendant,White,Numerous,Grasses
7267,Poisonous,k,y,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,White,Pink,p,w,o,Evanescent,White,Several,Paths
7268,Poisonous,x,y,Red,No,Spicy,f,Close,Narrow,Buff,t,Silky,s,Pink,Pink,p,w,o,Evanescent,White,Several,Woods
7269,Poisonous,k,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,White,Pink,p,w,o,Evanescent,White,Several,Leaves
7270,Etable,k,f,Gray,No,None,f,Crowded,Broad,Gray,e,Smooth,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7271,Etable,k,f,White,No,None,f,Crowded,Broad,Pink,e,Smooth,s,White,White,p,w,t,Pendant,White,Scattered,Grasses
7272,Poisonous,k,y,Red,No,Spicy,f,Close,Narrow,Buff,t,Smooth,k,White,White,p,w,o,Evanescent,White,Several,Woods
7273,Etable,k,s,Gray,No,None,f,Crowded,Broad,Gray,e,Smooth,s,White,White,p,w,t,Pendant,White,Numerous,Grasses
7274,Poisonous,k,s,Brown,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,Pink,White,p,w,o,Evanescent,White,Several,Woods
7275,Poisonous,k,y,Brown,No,Fishy,f,Close,Narrow,Buff,t,Smooth,s,Pink,White,p,w,o,Evanescent,White,Several,Leaves
7276,Etable,k,s,White,No,None,f,Crowded,Broad,White,e,Silky,s,White,White,p,w,t,Pendant,White,Scattered,Grasses
7277,Poisonous,k,y,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,Pink,White,p,w,o,Evanescent,White,Several,Leaves
7278,Etable,b,s,White,No,None,f,Crowded,Broad,White,e,Silky,s,White,White,p,w,t,Pendant,White,Scattered,Grasses
7279,Poisonous,k,s,Brown,No,Fishy,f,Close,Narrow,Buff,t,Smooth,k,Pink,Pink,p,w,o,Evanescent,White,Several,Woods
7280,Etable,x,s,White,No,None,f,Crowded,Broad,White,e,Smooth,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7281,Etable,b,s,Brown,No,None,a,Close,Broad,Brown,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Brown,Several,Leaves
7282,Poisonous,k,s,Brown,No,Spicy,f,Close,Narrow,Buff,t,Silky,s,White,Pink,p,w,o,Evanescent,White,Several,Woods
7283,Poisonous,k,y,Red,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,Pink,White,p,w,o,Evanescent,White,Several,Paths
7284,Etable,x,f,White,No,None,f,Crowded,Broad,White,e,Smooth,s,White,White,p,w,t,Pendant,White,Numerous,Grasses
7285,Poisonous,x,y,Red,No,Musty,a,Close,Broad,Yellow,e,Silky,y,Cinnamon,Cinnamon,p,w,n,None,White,Clustered,Woods
7286,Poisonous,k,s,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,Pink,White,p,w,o,Evanescent,White,Several,Paths
7287,Poisonous,k,s,Brown,No,Foul,f,Close,Narrow,Buff,t,Silky,k,White,White,p,w,o,Evanescent,White,Several,Leaves
7288,Poisonous,k,y,Brown,No,Fishy,f,Close,Narrow,Buff,t,Smooth,s,Pink,White,p,w,o,Evanescent,White,Several,Paths
7289,Poisonous,k,s,Red,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,White,White,p,w,o,Evanescent,White,Several,Woods
7290,Etable,k,s,Brown,No,None,a,Close,Broad,Orange,e,Smooth,s,Orange,Orange,p,n,o,Pendant,Buff,Clustered,Leaves
7291,Poisonous,k,y,Brown,No,Foul,f,Close,Narrow,Buff,t,Silky,s,Pink,White,p,w,o,Evanescent,White,Several,Leaves
7292,Etable,f,y,Brown,No,None,f,Close,Broad,White,e,Scaly,y,Brown,Brown,p,w,t,Pendant,White,Solitary,Woods
7293,Etable,k,s,Gray,No,None,f,Crowded,Broad,White,e,Smooth,s,White,White,p,w,t,Pendant,White,Numerous,Grasses
7294,Poisonous,f,y,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,White,Pink,p,w,o,Evanescent,White,Several,Leaves
7295,Poisonous,k,y,Yellow,No,None,f,Crowded,Narrow,Yellow,e,Scaly,y,Yellow,Yellow,p,y,o,Evanescent,White,Clustered,Leaves
7296,Poisonous,k,y,Red,No,Fishy,f,Close,Narrow,Buff,t,Smooth,s,Pink,White,p,w,o,Evanescent,White,Several,Paths
7297,Poisonous,k,s,Red,No,Spicy,f,Close,Narrow,Buff,t,Silky,k,Pink,Pink,p,w,o,Evanescent,White,Several,Leaves
7298,Poisonous,k,y,Red,No,Spicy,f,Close,Narrow,Buff,t,Smooth,k,Pink,Pink,p,w,o,Evanescent,White,Several,Leaves
7299,Etable,b,s,Brown,No,None,a,Close,Broad,Orange,e,Smooth,s,Orange,Orange,p,n,o,Pendant,Brown,Clustered,Leaves
7300,Etable,x,s,Gray,Bruises,None,f,Close,Broad,White,e,Smooth,s,White,White,p,w,t,Pendant,White,Solitary,Paths
7301,Etable,k,s,Gray,No,None,f,Crowded,Broad,Pink,e,Silky,s,White,White,p,w,t,Pendant,White,Numerous,Grasses
7302,Poisonous,f,y,Red,No,Spicy,f,Close,Narrow,Buff,t,Smooth,k,Pink,White,p,w,o,Evanescent,White,Several,Paths
7303,Poisonous,k,s,Red,No,Spicy,f,Close,Narrow,Buff,t,Silky,k,White,White,p,w,o,Evanescent,White,Several,Paths
7304,Poisonous,k,y,Red,No,Spicy,f,Close,Narrow,Buff,t,Smooth,s,White,White,p,w,o,Evanescent,White,Several,Leaves
7305,Etable,b,f,White,No,None,f,Crowded,Broad,White,e,Silky,k,White,White,p,w,t,Pendant,White,Numerous,Grasses
7306,Etable,f,s,Brown,No,None,a,Close,Broad,Brown,e,Smooth,s,Orange,Orange,p,o,o,Pendant,Orange,Clustered,Leaves
7307,Poisonous,k,s,Brown,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,White,White,p,w,o,Evanescent,White,Several,Paths
7308,Poisonous,k,s,Red,No,Foul,f,Close,Narrow,Buff,t,Smooth,s,Pink,White,p,w,o,Evanescent,White,Several,Woods
7309,Etable,x,f,White,No,None,f,Crowded,Broad,Gray,e,Silky,s,White,White,p,w,t,Pendant,White,Scattered,Grasses
7310,Poisonous,k,y,Red,No,Fishy,f,Close,Narrow,Buff,t,Smooth,k,White,White,p,w,o,Evanescent,White,Several,Leaves
7311,Etable,x,f,White,No,None,f,Crowded,Broad,Gray,e,Smooth,s,White,White,p,w,t,Pendant,White,Scattered,Grasses
7312,Poisonous,k,y,Red,No,Fishy,f,Close,Narrow,Buff,t,Smooth,s,White,Pink,p,w,o,Evanescent,White,Several,Leaves
